000000.png: [0.5214500094539749, -0.853281833651959]
019360.png: [0.20952908873087345, -0.9778024140774094]
019370.png: [-0.2544932992796438, -0.9670745372626465]
019380.png: [0.20952908873087345, -0.9778024140774094]
019390.png: [0.0, -1.0]
019400.png: [-0.49026123963255896, -0.8715755371245493]
019410.png: [0.4008188340197078, -0.9161573349021892]
019420.png: [-0.5407575913134987, -0.8411784753765535]
019430.png: [-0.31622776601683794, -0.9486832980505138]
019440.png: [0.21693045781865616, -0.9761870601839528]
019450.png: [0.4008188340197078, -0.9161573349021892]
019460.png: [-0.49613893835683387, -0.8682431421244593]
019470.png: [0.0, -1.0]
019480.png: [-0.06651901052377393, -0.9977851578566089]
019490.png: [-0.06237828615518053, -0.9980525784828885]
019500.png: [-0.5240974256643347, -0.851658316704544]
019510.png: [0.1414213562373095, -0.9899494936611665]
019520.png: [0.05547001962252291, -0.9984603532054125]
019530.png: [0.3328201177351375, -0.9429903335828895]
019540.png: [0.39391929857916763, -0.9191450300180578]
019550.png: [0.4788521306805733, -0.8778955729143844]
019560.png: [-0.20952908873087345, -0.9778024140774094]
019570.png: [-0.09480909262799544, -0.9954954725939521]
019580.png: [0.27472112789737807, -0.9615239476408232]
019590.png: [-0.5070201265633938, -0.8619342151577695]
019600.png: [-0.12403473458920847, -0.9922778767136677]
019610.png: [-0.19611613513818402, -0.9805806756909201]
019620.png: [0.1559625734730109, -0.9877629653290692]
019630.png: [-0.7071067811865475, -0.7071067811865475]
019640.png: [-0.21693045781865616, -0.9761870601839528]
019650.png: [-0.19611613513818404, -0.9805806756909202]
019660.png: [-0.773957299203321, -0.6332377902572627]
019670.png: [-0.5547001962252291, -0.8320502943378437]
019680.png: [-0.1871121078899952, -0.9823385664224747]
019690.png: [-0.413802944301184, -0.9103664774626047]
019700.png: [-0.3417430630867044, -0.939793423488437]
019710.png: [-0.1643989873053573, -0.9863939238321437]
019720.png: [0.08304547985373997, -0.9965457582448796]
019730.png: [-0.1643989873053573, -0.9863939238321437]
019740.png: [0.12403473458920847, -0.9922778767136677]
019750.png: [-0.039968038348871575, -0.9992009587217894]
019760.png: [0.3328201177351375, -0.9429903335828895]
019770.png: [-0.6549305384178419, -0.7556890827898176]
019780.png: [0.21693045781865616, -0.9761870601839528]
019790.png: [-0.6, -0.8]
019800.png: [-0.11914522061843064, -0.992876838486922]
019810.png: [0.1871121078899952, -0.9823385664224747]
019820.png: [-0.19611613513818404, -0.9805806756909202]
019830.png: [-0.40273861426601687, -0.9153150324227656]
019840.png: [0.027767067240353285, -0.9996144206527183]
019850.png: [0.0, -1.0]
019860.png: [-0.413802944301184, -0.9103664774626047]
019870.png: [0.0, -1.0]
019880.png: [0.32599068331940423, -0.9453729816262721]
019890.png: [-0.1168412475673972, -0.9931506043228762]
019900.png: [0.1168412475673972, -0.9931506043228762]
019910.png: [-0.3589790793088691, -0.9333456062030595]
019920.png: [-0.03446227583977888, -0.9994059993535875]
019930.png: [0.16990691650764622, -0.985460115744348]
019940.png: [-0.34731435582359393, -0.9377487607237036]
019950.png: [-0.03446227583977888, -0.9994059993535875]
019960.png: [0.3070027799227584, -0.9517086177605509]
019970.png: [-0.3328201177351375, -0.9429903335828895]
019980.png: [-0.4472135954999579, -0.8944271909999159]
019990.png: [-0.6, -0.8]
020000.png: [-0.413802944301184, -0.9103664774626047]
020010.png: [-0.6236804062602047, -0.7816794425127899]
020020.png: [-0.4819187497721559, -0.8762159086766471]
020030.png: [-0.37729688731351946, -0.9260923597695477]
020040.png: [0.1414213562373095, -0.9899494936611665]
020050.png: [-0.3328201177351375, -0.9429903335828895]
020060.png: [-0.1643989873053573, -0.9863939238321437]
020070.png: [0, 0]
020080.png: [-0.48564293117863205, -0.8741572761215377]
020090.png: [0.1559625734730109, -0.9877629653290692]
020100.png: [-0.10653312363426524, -0.994309153919809]
020110.png: [0.14834045293024462, -0.9889363528682975]
020120.png: [-0.03843312210120439, -0.9992611746313143]
020130.png: [-0.4472135954999579, -0.8944271909999159]
020140.png: [0.19611613513818404, -0.9805806756909201]
020150.png: [-0.5214500094539749, -0.853281833651959]
020160.png: [-0.6332377902572627, -0.773957299203321]
020170.png: [0.07387168551531177, -0.997267754456709]
020180.png: [0.3713906763541037, -0.9284766908852594]
020190.png: [-0.5368754921931592, -0.8436614877321075]
020200.png: [0.0, -1.0]
020210.png: [0.0, -1.0]
020220.png: [-0.09950371902099892, -0.9950371902099892]
020230.png: [-0.5665288228870652, -0.8240419241993676]
020240.png: [0.2544932992796438, -0.9670745372626465]
020250.png: [-0.03569153051241249, -0.9993628543475496]
020260.png: [0.40613846605344767, -0.9138115486202573]
020270.png: [0.34570535882735637, -0.9383431168171101]
020280.png: [0.31622776601683794, -0.9486832980505138]
020290.png: [0.05547001962252291, -0.9984603532054125]
020300.png: [-0.037011660509880265, -0.9993148337667671]
020310.png: [0.242535625036333, -0.970142500145332]
020320.png: [-0.3417430630867044, -0.939793423488437]
020330.png: [0.0, -1.0]
020340.png: [0.1643989873053573, -0.9863939238321437]
020350.png: [-0.037011660509880265, -0.9993148337667671]
020360.png: [-0.5144957554275265, -0.8574929257125441]
020370.png: [0.31622776601683794, -0.9486832980505138]
020380.png: [0.38461538461538464, -0.9230769230769231]
020390.png: [-0.09950371902099892, -0.9950371902099892]
020400.png: [0.20395425411200105, -0.9789804197376051]
020410.png: [0.23162052730603974, -0.9728062146853669]
020420.png: [-0.4472135954999579, -0.8944271909999159]
020430.png: [-0.4788521306805733, -0.8778955729143844]
020440.png: [-0.48564293117863205, -0.8741572761215377]
020450.png: [-0.5665288228870652, -0.8240419241993676]
020460.png: [0, 0]
020470.png: [-0.7348034446274879, -0.6782801027330658]
020480.png: [0.38074980525429486, -0.924678098474716]
020490.png: [-0.5240974256643347, -0.851658316704544]
020500.png: [-0.1168412475673972, -0.9931506043228762]
020510.png: [-0.06237828615518053, -0.9980525784828885]
020520.png: [-0.5547001962252291, -0.8320502943378437]
020530.png: [0.17378533390904768, -0.9847835588179369]
020540.png: [-0.05547001962252291, -0.9984603532054125]
020550.png: [0.31622776601683794, -0.9486832980505138]
020560.png: [-0.09950371902099892, -0.9950371902099892]
020570.png: [-0.37729688731351946, -0.9260923597695477]
020580.png: [0.03843312210120439, -0.9992611746313143]
020590.png: [-0.37729688731351946, -0.9260923597695477]
020600.png: [-0.6178215519319035, -0.7863183388224225]
020610.png: [0.0, -1.0]
020620.png: [0.20395425411200105, -0.9789804197376051]
020630.png: [-0.6246950475544243, -0.7808688094430304]
020640.png: [0.0, -1.0]
020650.png: [-0.27472112789737807, -0.9615239476408232]
020660.png: [-0.17134117475124774, -0.9852117548196745]
020670.png: [-0.5547001962252291, -0.8320502943378437]
020680.png: [-0.5547001962252291, -0.8320502943378437]
020690.png: [-0.11914522061843064, -0.992876838486922]
020700.png: [-0.5547001962252291, -0.8320502943378437]
020710.png: [-0.06049506040189035, -0.9981684966311908]
020720.png: [0.1592324388246205, -0.9872411207126471]
020730.png: [-0.19611613513818402, -0.9805806756909201]
020740.png: [0.1168412475673972, -0.9931506043228762]
020750.png: [-0.284088329691374, -0.9587981127083872]
020760.png: [0.10468478451804275, -0.9945054529214061]
020770.png: [0.33871946827274163, -0.9408874118687268]
020780.png: [0.0, -1.0]
020790.png: [-0.5263546146162954, -0.8502651466878618]
020800.png: [-0.12403473458920847, -0.9922778767136677]
020810.png: [0.18208926018230742, -0.9832820049844601]
020820.png: [-0.49205725666790195, -0.8705628387201343]
020830.png: [-0.07974522228289, -0.996815278536125]
020840.png: [0.33871946827274163, -0.9408874118687268]
020850.png: [-0.40613846605344767, -0.9138115486202573]
020860.png: [-0.39391929857916763, -0.9191450300180578]
020870.png: [-0.5010362705417046, -0.8654262854811262]
020880.png: [-0.6246950475544243, -0.7808688094430304]
020890.png: [-0.10468478451804275, -0.9945054529214061]
020900.png: [-0.4472135954999579, -0.8944271909999159]
020910.png: [-0.413802944301184, -0.9103664774626047]
020920.png: [0.17134117475124774, -0.9852117548196745]
020930.png: [0.17888543819998318, -0.9838699100999074]
020940.png: [-0.21693045781865616, -0.9761870601839528]
020950.png: [-0.39391929857916763, -0.9191450300180578]
020960.png: [-0.1643989873053573, -0.9863939238321437]
020970.png: [-0.554700196225229, -0.8320502943378436]
020980.png: [-0.14834045293024462, -0.9889363528682975]
020990.png: [-0.2060104810498419, -0.9785497849867489]
021000.png: [-0.8320502943378437, -0.5547001962252291]
021010.png: [-0.39872611141444997, -0.9170700562532349]
021020.png: [0.0, -1.0]
021030.png: [0.2676438637860946, -0.9635179096299405]
021040.png: [-0.7071067811865476, -0.7071067811865476]
021050.png: [-0.49613893835683387, -0.8682431421244593]
021060.png: [0.06237828615518053, -0.9980525784828885]
021070.png: [0.27472112789737807, -0.9615239476408232]
021080.png: [0.38074980525429486, -0.924678098474716]
021090.png: [-0.6549305384178419, -0.7556890827898176]
021100.png: [0.23162052730603974, -0.9728062146853669]
021110.png: [-0.6549305384178419, -0.7556890827898176]
021120.png: [-0.15799050110667284, -0.9874406319167053]
021130.png: [0.22485950669875843, -0.9743911956946198]
021140.png: [0.06237828615518053, -0.9980525784828885]
021150.png: [-0.6246950475544243, -0.7808688094430304]
021160.png: [-0.07669649888473704, -0.9970544855015815]
021170.png: [-0.07669649888473704, -0.9970544855015815]
021180.png: [-0.6, -0.8]
021190.png: [-0.10468478451804275, -0.9945054529214061]
021200.png: [0.48564293117863205, -0.8741572761215377]
021210.png: [-0.4190581774617469, -0.9079593845004517]
021220.png: [-0.5547001962252291, -0.8320502943378437]
021230.png: [-0.38461538461538464, -0.9230769230769231]
021240.png: [-0.07387168551531177, -0.997267754456709]
021250.png: [-0.413802944301184, -0.9103664774626047]
021260.png: [0.39391929857916763, -0.9191450300180578]
021270.png: [-0.5665288228870652, -0.8240419241993676]
021280.png: [-0.21693045781865616, -0.9761870601839528]
021290.png: [0.5038710255240862, -0.8637789008984335]
021300.png: [-0.21693045781865616, -0.9761870601839528]
021310.png: [0, 0]
021320.png: [-0.17378533390904768, -0.9847835588179369]
021330.png: [-0.6178215519319035, -0.7863183388224225]
021340.png: [0.4472135954999579, -0.8944271909999159]
021350.png: [0.11043152607484653, -0.9938837346736188]
021360.png: [-0.5913636636275174, -0.8064049958557055]
021370.png: [-0.20952908873087345, -0.9778024140774094]
021380.png: [0.12403473458920847, -0.9922778767136677]
021390.png: [-0.5881716976750462, -0.8087360843031884]
021400.png: [-0.39391929857916763, -0.9191450300180578]
021410.png: [-0.27472112789737807, -0.9615239476408232]
021420.png: [-0.6246950475544243, -0.7808688094430304]
021430.png: [-0.4788521306805733, -0.8778955729143844]
021440.png: [0.07124704998790965, -0.9974586998307351]
021450.png: [-0.32599068331940423, -0.9453729816262721]
021460.png: [0.027767067240353285, -0.9996144206527183]
021470.png: [0.03331483023263848, -0.9994449069791543]
021480.png: [-0.11043152607484653, -0.9938837346736188]
021490.png: [0.02701716134791496, -0.9996349698728535]
021500.png: [0.4338156187728999, -0.9010016697590998]
021510.png: [0, 0]
021520.png: [0.0, -1.0]
021530.png: [0.03331483023263848, -0.9994449069791543]
021540.png: [-0.20165292067048707, -0.9794570432566515]
021550.png: [0.10653312363426524, -0.994309153919809]
021560.png: [-0.34731435582359393, -0.9377487607237036]
021570.png: [0.05547001962252291, -0.9984603532054125]
021580.png: [0.07124704998790965, -0.9974586998307351]
021590.png: [0.42993358039234775, -0.9028605188239303]
021600.png: [0.508729312126641, -0.8609265282143156]
021610.png: [-0.49613893835683387, -0.8682431421244593]
021620.png: [0.11043152607484653, -0.9938837346736188]
021630.png: [-0.4472135954999579, -0.8944271909999159]
021640.png: [-0.6, -0.8]
021650.png: [0.8192319205190405, -0.5734623443633283]
021660.png: [-0.40613846605344767, -0.9138115486202573]
021670.png: [0.6616216370868463, -0.7498378553650925]
021680.png: [-0.4472135954999579, -0.8944271909999159]
021690.png: [0.28216632399155017, -0.9593655015712707]
021700.png: [0.28216632399155017, -0.9593655015712707]
021710.png: [-0.5547001962252291, -0.8320502943378437]
021720.png: [0.8, -0.6]
021730.png: [0.28216632399155017, -0.9593655015712707]
021740.png: [-0.39391929857916763, -0.9191450300180578]
021750.png: [-0.05547001962252291, -0.9984603532054125]
021760.png: [-0.3786328457205041, -0.9255469562056767]
021770.png: [-0.3786328457205041, -0.9255469562056767]
021780.png: [-0.1168412475673972, -0.9931506043228762]
021790.png: [0.1643989873053573, -0.9863939238321437]
021800.png: [-0.11043152607484653, -0.9938837346736188]
021810.png: [0.1643989873053573, -0.9863939238321437]
021820.png: [0.039968038348871575, -0.9992009587217894]
021830.png: [0.2060104810498419, -0.9785497849867489]
021840.png: [-0.42993358039234775, -0.9028605188239303]
021850.png: [-0.7071067811865475, -0.7071067811865475]
021860.png: [-0.7432941462471664, -0.6689647316224497]
021870.png: [0.12933918406776806, -0.9916004111862218]
021880.png: [0.13511320473331348, -0.9908301680442989]
021890.png: [0.242535625036333, -0.970142500145332]
021900.png: [-0.28, -0.96]
021910.png: [-0.21369687880543226, -0.9769000173962618]
021920.png: [0.07669649888473704, -0.9970544855015815]
021930.png: [0.4061384660534476, -0.9138115486202572]
021940.png: [-0.28734788556634544, -0.9578262852211514]
021950.png: [-0.08789381029635715, -0.996129850025381]
021960.png: [0.037011660509880265, -0.9993148337667671]
021970.png: [-0.1168412475673972, -0.9931506043228762]
021980.png: [0.421111306454629, -0.9070089677484316]
021990.png: [-0.389639990836698, -0.9209672510685588]
022000.png: [0.389639990836698, -0.9209672510685588]
022010.png: [-0.21369687880543226, -0.9769000173962618]
022020.png: [0.1871121078899952, -0.9823385664224747]
022030.png: [0.02855977389887699, -0.9995920864606946]
022040.png: [0.2631174057921088, -0.9647638212377322]
022050.png: [0.13511320473331348, -0.9908301680442989]
022060.png: [-0.19611613513818404, -0.9805806756909201]
022070.png: [0.5913636636275174, -0.8064049958557055]
022080.png: [-0.2544932992796438, -0.9670745372626465]
022090.png: [-0.5547001962252291, -0.8320502943378437]
022100.png: [0.4657464328326223, -0.8849182223819824]
022110.png: [0.6196442885790207, -0.7848827655334262]
022120.png: [-0.39391929857916763, -0.9191450300180578]
022130.png: [0.8574929257125441, -0.5144957554275265]
022140.png: [-0.4008188340197078, -0.9161573349021892]
022150.png: [0.7834976790895338, -0.6213947110020441]
022160.png: [-0.4472135954999579, -0.8944271909999159]
022170.png: [0.8192319205190405, -0.5734623443633283]
022180.png: [0.086629616364842, -0.996240588195683]
022190.png: [0.8944271909999159, -0.4472135954999579]
022200.png: [-0.052558833122763673, -0.9986178293325098]
022210.png: [-0.49026123963255896, -0.8715755371245493]
022220.png: [0.31622776601683794, -0.9486832980505138]
022230.png: [-0.4472135954999579, -0.8944271909999159]
022240.png: [-0.52999894000318, -0.847998304005088]
022250.png: [0.14834045293024462, -0.9889363528682975]
022260.png: [0.4472135954999579, -0.8944271909999159]
022270.png: [-0.4472135954999579, -0.8944271909999159]
022280.png: [0.5734623443633283, -0.8192319205190405]
022290.png: [-0.6459422414661737, -0.7633862853691145]
022300.png: [0.4472135954999579, -0.8944271909999159]
022310.png: [-0.6, -0.8]
022320.png: [0.4788521306805733, -0.8778955729143844]
022330.png: [-0.2290393337255473, -0.973417168333576]
022340.png: [0.5368754921931592, -0.8436614877321075]
022350.png: [-0.07124704998790965, -0.9974586998307351]
022360.png: [-0.38461538461538464, -0.9230769230769231]
022370.png: [0.38805700005813276, -0.9216353751380653]
022380.png: [-0.3713906763541037, -0.9284766908852594]
022390.png: [-0.5812381937190965, -0.813733471206735]
022400.png: [0.19611613513818404, -0.9805806756909201]
022410.png: [0.4472135954999579, -0.8944271909999159]
022420.png: [-0.6782801027330658, -0.7348034446274879]
022430.png: [0.27472112789737807, -0.9615239476408232]
022440.png: [-0.5766831975986553, -0.8169678632647616]
022450.png: [0.31622776601683794, -0.9486832980505139]
022460.png: [-0.4472135954999579, -0.8944271909999159]
